	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L2_CD49a	L3_CD49a
Ighv6-4	0	0	3	0	2	0	0	0	0	1	0
Ighv6-5	0	0	2	0	0	0	0	0	0	0	0
Ighv6-6	3	9	7	8	3	3	8	6	5	9	6
Ighv6-7	0	0	0	0	0	0	0	0	0	0	0
Ighv8-2	0	2	0	0	0	3	0	7	0	5	0
Ighv1-2	0	0	0	0	0	0	0	0	0	0	0
Mir7094-1	0	0	0	0	0	0	0	0	0	0	0
Ighv10-1	2	47	5	6	1	1	10	1	5	3	6
Ighv1-3	0	0	0	0	0	0	0	0	0	0	0
Ighv1-4	0	0	1	0	0	4	0	0	0	2	1
Ighv10-2	0	0	0	0	0	0	0	0	0	0	0
Ighv1-5	0	1	4	2	0	0	0	0	2	0	0
Mir7094-2	0	0	0	0	0	0	0	0	0	0	0
Ighv10-3	0	3	2	0	2	23	2	6	4	7	4
Ighv1-6	0	0	0	0	0	0	0	0	0	0	0
Ighv1-7	0	3	1	0	0	0	1	6	4	0	3
Ighv10-4	0	0	0	0	0	0	0	0	0	0	0
Ighv1-8	0	0	0	0	0	0	0	0	0	0	0
Ighv15-2	1	0	0	0	1	0	0	0	0	1	0
Ighv1-9	5	4	8	7	1	11	11	25	24	11	4
Ighv1-10	0	0	0	0	0	0	0	0	0	0	0
Ighv1-11	0	4	0	0	0	0	0	0	0	0	1
Ighv1-12	0	0	0	0	0	0	0	1	0	5	1
Ighv1-13	0	0	0	0	0	0	0	0	0	0	0
Ighv1-14	0	0	0	0	13	0	0	0	0	0	0
Ighv1-15	5	4	3	3	0	6	0	4	7	1	3
Ighv1-16	0	0	0	0	0	0	0	0	0	0	0
Ighv1-17-1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-17	0	0	0	0	0	0	0	0	0	0	0
Ighv1-18	9	2	11	2	7	3	2	11	1	3	7
Ighv1-19-1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-19	2	3	9	1	0	3	4	5	1	4	2
Ighv1-20	0	5	0	0	0	0	1	0	0	3	2
Ighv1-21-1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-21	0	0	0	0	0	0	0	0	0	0	0
Ighv1-22	14	6	9	19	1	3	2	0	1	6	3
Ighv1-23	0	0	0	0	0	0	0	0	0	0	0
Ighv1-24	0	0	0	0	0	0	0	0	0	0	0
Ighv1-25	0	0	0	0	0	0	0	0	0	0	0
Ighv1-26	4	34	5	0	40	8	4	6	4	22	15
Ighv1-27	0	0	0	0	0	0	0	0	0	0	0
Ighv1-28	0	0	0	0	0	0	0	0	0	0	0
Ighv1-29	0	0	0	0	0	0	0	0	0	0	0
Ighv1-30	0	0	0	0	0	0	0	0	0	0	0
Ighv1-31	0	1	0	0	0	1	0	0	0	0	1
Ighv1-32	0	0	1	0	0	0	0	0	0	0	0
Ighv1-33	0	0	0	0	0	0	0	0	0	0	0
Ighv1-34	1	0	0	0	0	0	0	0	0	2	0
Ighv1-35	0	0	0	0	0	0	0	0	0	0	0
Ighv1-36	0	5	0	0	2	0	0	0	1	4	0
Ighv1-37	0	0	0	2	0	0	0	0	0	0	0
Ighv1-38	0	0	0	0	0	0	0	0	0	6	1
Ighv1-39	23	5	1	0	7	11	0	0	6	0	3
Ighv1-40	0	0	0	0	0	0	0	0	0	0	0
Ighv1-41	0	0	0	0	0	0	0	0	0	0	0
Ighv1-42	0	7	1	0	0	1	0	9	13	3	2
Ighv1-43	0	0	0	0	0	2	0	0	0	0	0
Ighv1-44	0	0	0	0	0	0	0	0	0	0	0
Ighv1-45	0	0	0	0	0	0	0	0	0	0	0
Ighv1-46	0	0	0	0	0	0	0	0	0	0	0
Ighv1-47	3	11	0	1	1	3	0	3	5	1	0
Ighv8-3	0	0	0	0	0	0	0	0	0	0	0
Ighv8-4	0	0	0	0	0	0	0	0	0	0	1
Ighv1-48	0	0	0	0	0	0	0	0	0	0	0
Ighv1-49	0	0	3	0	0	0	0	2	0	0	0
Ighv8-5	0	1	44	0	0	0	2	0	0	0	0
Ighv1-50	5	5	3	0	2	9	0	2	6	7	5
Ighv1-51	0	0	0	0	0	0	0	0	0	0	0
Ighv1-52	6	8	0	6	1	4	7	2	4	1	2
Ighv1-53	3	14	3	0	5	6	19	4	4	11	8
Ighv8-6	0	0	0	0	0	0	0	0	0	0	0
RP23-257D2.7	0	0	0	0	0	0	0	0	0	0	0
Ighv1-54	5	0	0	5	0	2	0	6	1	3	0
Ighv1-55	17	52	9	2	3	5	0	1	3	2	1
RP23-257D2.10	0	0	0	0	0	0	0	0	0	0	0
Ighv1-56	0	0	0	0	0	0	0	0	0	0	0
RP23-354D10.2	3	0	0	0	1	0	0	3	3	3	0
Ighv8-7	0	0	0	0	0	1	0	1	0	0	0
RP23-354D10.5	0	0	0	0	0	0	0	0	0	0	0
Ighv1-57	0	0	0	0	0	0	0	0	0	0	0
Ighv8-8	2	2	3	0	33	9	0	13	7	2	26
Ighv1-58	1	1	3	2	0	2	1	3	0	0	2
Ighv1-59	6	9	0	0	1	5	0	0	2	0	3
Ighv1-60	0	0	0	0	0	0	0	0	0	0	0
Ighv1-61	3	0	0	1	0	1	0	3	0	0	3
Ighv1-62	0	0	0	0	0	0	0	0	0	0	1
Ighv1-62-1	0	0	0	0	0	0	0	0	0	0	0
RP24-350F17.2	0	0	0	0	0	0	0	0	0	0	0
RP24-350F17.4	0	0	0	0	0	0	0	0	0	1	0
RP24-350F17.5	0	0	0	0	0	0	0	0	0	0	0
Ighv1-62-2	0	0	0	0	0	0	1	0	0	0	0
Ighv1-62-3	0	0	0	0	0	0	0	0	0	0	0
Ighv8-9	0	0	0	0	0	0	0	0	0	0	0
RP24-350F17.8	0	0	0	0	0	0	0	0	0	0	0
Ighv1-63	0	0	0	2	0	0	0	1	2	0	0
Gm27722	0	0	0	0	0	0	0	0	0	0	0
Ighv1-64	57	32	5	2	1	3	11	5	23	13	4
Ighv8-10	0	0	0	0	0	0	0	0	0	0	0
RP23-218B2.1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-65	0	0	0	0	0	0	0	0	0	0	0
RP23-218B2.3	6	3	2	6	4	2	10	5	17	13	16
Ighv8-11	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps2	0	0	0	0	0	0	0	0	0	0	0
Ighv1-66	2	0	3	1	1	18	0	0	0	3	0
Ighv1-67	4	0	0	0	0	0	0	0	1	1	0
Ighv1-68	0	0	0	0	0	0	0	0	0	0	0
RP23-218B2.9	0	0	0	0	0	0	0	0	0	0	0
RP23-218B2.10	0	0	0	0	0	0	0	0	0	0	0
Ighv1-69	4	5	2	4	0	2	6	3	4	5	0
Ighv8-12	1	18	15	0	4	3	8	10	4	19	1
RP23-218B2.13	0	0	0	0	0	0	1	0	0	0	0
RP23-218B2.14	0	0	0	0	0	0	0	0	0	0	0
Ighv1-70	0	0	0	0	0	0	0	0	1	0	0
Mir6388	0	0	0	0	0	0	0	0	0	0	0
Ighv1-71	0	0	0	0	1	0	0	0	0	0	0
Ighv1-72	8	13	4	5	1	2	3	0	2	3	1
Ighv8-13	0	0	0	0	0	0	0	0	0	0	0
RP23-123N21.1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-73	0	0	0	0	0	0	0	0	0	0	0
Ighv1-74	1	24	4	4	6	3	0	4	4	4	21
Ighv8-14	0	0	0	0	0	0	0	0	0	0	0
RP23-123N21.5	0	0	0	0	0	0	0	0	0	0	0
RP23-123N21.6	0	0	1	0	0	0	0	0	0	0	0
Ighv1-75	50	5	3	5	0	2	2	9	1	4	3
Ighv8-15	0	0	0	0	0	0	0	0	0	0	0
Ighv1-76	0	4	5	5	1	1	0	0	7	3	3
Ighv8-16	0	0	0	0	0	0	0	0	0	0	0
Ighv1-77	0	1	0	0	0	2	0	0	0	1	1
Ighv1-78	3	8	2	0	1	4	2	5	1	1	2
RP23-172K2.2	0	0	0	0	0	0	0	0	0	0	0
RP23-172K2.1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-79	0	0	0	0	0	0	0	0	0	0	0
RP23-172K2.4	0	0	0	0	0	0	0	0	0	0	0
Ighv1-80	9	6	14	6	3	1	1	6	11	4	7
Ighv1-81	2	2	5	3	4	7	2	6	1	12	13
RP23-172K2.8	0	0	0	0	0	0	0	0	0	0	0
Olfr241-ps1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-82	18	55	18	12	3	3	13	35	42	8	12
Ighv1-83	0	0	0	0	0	0	0	0	0	0	0
Ighv1-84	0	0	0	0	0	4	0	0	0	0	0
RP23-172K2.12	3	4	7	7	6	4	4	10	3	13	6
Ighv1-85	1	2	0	0	0	3	0	17	5	26	45
Ighv1-86	0	0	0	0	0	0	0	0	0	0	0
Zfp386	123	162	97	212	191	313	218	154	167	224	237
Vipr2	0	2	0	9	16	32	0	0	0	0	0
RP24-386J17.2	14	1	1	12	22	35	2	4	0	19	24
RP24-386J17.4	0	0	0	0	0	0	0	0	0	0	0
Gm44372	0	0	0	0	0	0	0	0	0	0	0
RP24-386J17.3	0	0	0	1	0	0	0	0	0	1	0
Gm23732	0	0	0	0	0	0	0	0	0	0	0
Wdr60	4	4	0	35	5	6	9	0	2	9	21
Gm23190	0	0	0	0	0	0	0	0	0	0	0
Gm11027	0	0	0	0	0	0	0	0	0	0	0
RP23-38P6.1	0	0	1	5	2	0	0	2	3	0	1
Esyt2	1086	1023	504	2436	2900	2300	1000	1182	1045	2064	1194
RP24-264B23.2	22	31	13	98	111	48	16	10	19	67	56
Ncapg2	53	108	44	265	189	136	17	38	108	188	48
Gm25112	0	0	0	0	0	0	0	0	0	0	0
Gm27649	0	0	0	0	0	0	0	0	0	0	0
Ptprn2	0	0	0	0	0	0	0	0	0	0	0
RP23-429J21.2	0	1	0	0	0	0	0	0	0	0	0
RP24-281B5.1	0	0	1	1	0	0	0	0	0	0	0
RP24-262L7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-393F10.2	0	0	0	0	0	0	0	0	0	0	0
RP23-393F10.3	0	0	0	0	0	0	0	0	0	0	0
Mir153	0	0	0	0	0	0	0	0	0	0	0
Rapgef5	62	40	32	20	41	36	97	45	24	107	19
Gm24741	0	0	0	0	0	0	0	0	0	0	0
RP23-334L22.1	0	0	0	0	0	0	0	0	0	0	0
RP23-334L22.2	0	0	0	0	0	0	0	0	0	0	0
Cdca7l	1029	682	562	276	219	297	1062	648	965	542	658
RP23-67O10.2	0	0	0	0	0	0	0	0	0	0	0
Dnah11	0	2	10	14	18	22	0	13	8	32	3
RP24-144G20.2	9	61	16	70	44	39	36	41	33	49	48
Sp4	500	480	254	894	859	742	546	613	556	713	615
Gm25577	0	0	0	0	0	0	0	0	0	0	0
RP24-403G3.1	0	0	0	0	0	0	0	0	0	0	0
RP24-403G3.2	4	1	0	0	0	0	1	0	0	1	2
RP23-47I1.1	0	0	1	0	0	0	0	0	0	0	0
Gm22537	0	0	0	0	0	0	0	0	0	0	0
RP23-167A18.4	1	0	1	1	0	0	0	0	0	0	0
RP23-167A18.3	0	0	0	0	0	0	0	0	0	0	0
Sp8	0	0	0	0	0	0	0	0	0	0	0
Abcb5	0	0	0	0	0	0	0	0	0	0	0
RP24-449M10.2	0	0	0	0	0	0	0	0	0	0	0
Itgb8	149	64	67	55	56	63	32	19	56	33	22
RP24-250I16.1	25	20	22	11	8	13	21	16	7	17	17
Macc1	0	13	0	21	0	12	3	0	0	15	10
RP24-159M5.1	0	0	0	0	0	1	0	0	0	0	0
RP24-173K19.2	0	0	0	0	0	0	0	0	0	0	0
RP23-302G15.1	0	0	1	0	0	0	0	0	0	0	0
RP23-435C1.3	0	0	0	0	0	0	0	0	0	0	0
RP23-435C1.1	1	4	0	0	0	1	1	2	5	2	0
RP23-435C1.2	0	0	0	0	0	0	0	0	0	0	0
Gm25675	0	0	0	0	0	0	0	0	0	0	0
Tmem196	0	0	0	0	0	0	0	0	0	0	0
RP23-307N19.2	0	0	0	0	0	0	0	0	0	0	0
RP24-459P6.2	0	0	0	0	0	0	0	0	0	0	0
RP23-476A7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-288O24.1	0	0	0	0	0	0	0	0	0	0	0
RP23-288O24.2	0	0	0	0	0	0	0	0	0	0	0
RP23-288O24.6	0	0	0	0	0	0	0	0	0	0	0
RP23-288O24.5	0	0	0	0	0	0	0	0	0	0	0
RP23-288O24.3	5	5	6	5	3	2	4	5	1	4	5
RP23-288O24.4	0	0	0	0	0	0	0	0	0	0	0
Speer6-ps1	0	0	0	0	0	0	0	0	0	0	0
RP23-223E16.3	0	0	0	0	0	0	0	0	0	0	0
RP23-223E16.4	54	34	31	29	13	22	57	36	41	30	26
RP23-476A7.2	0	0	0	0	0	0	0	0	0	0	0
RP23-476A7.3	1	0	0	0	0	0	0	0	0	0	0
RP23-476A7.4	0	0	0	0	0	0	0	0	0	0	0
RP23-288O24.7	0	0	0	0	0	0	0	0	0	0	0
RP24-459P6.1	4	2	1	1	1	21	0	0	0	0	0
Gdi2	5423	4131	3033	5735	5523	6358	4761	5279	4429	5989	5089
RP23-262I17.3	29	31	31	16	24	28	26	24	30	53	22
Fam208b	3805	3711	2188	3669	3310	3177	4032	3382	3290	3282	2886
Asb13	646	588	321	496	477	545	677	692	615	609	499
Gm23084	0	1	0	0	0	0	0	0	0	0	0
RP24-534D4.5	0	0	0	0	0	0	0	0	0	0	0
RP24-534D4.3	0	0	0	0	0	0	0	0	0	0	0
Calml3	1	0	0	0	3	1	2	0	0	0	0
RP24-534D4.4	0	0	0	0	0	0	0	0	0	0	0
Calm4	0	0	0	0	0	0	0	0	0	0	0
Calm5	0	0	0	0	0	0	0	0	0	0	0
Net1	1506	1054	658	1100	902	954	1255	1052	1092	984	1077
RP24-383P22.2	5	0	2	1	6	1	0	1	3	2	5
Tubal3	0	0	0	0	0	0	0	0	0	0	0
Ucn3	0	0	0	0	0	0	0	0	0	0	0
Gm22460	0	0	0	0	0	0	0	0	0	0	0
RP23-263E3.1	0	0	0	0	0	0	0	0	0	0	0
RP23-193M8.3	0	0	0	0	0	0	0	0	0	0	0
Akr1c14	8	0	0	0	0	0	0	0	0	0	3
RP23-193M8.4	0	0	0	0	0	0	0	0	0	0	0
RP23-193M8.5	0	0	0	0	0	0	0	0	0	0	0
Akr1c18	11	4	0	18	9	0	5	0	4	2	7
RP23-193M8.6	0	0	0	0	0	0	0	0	0	0	0
RP23-193M8.7	0	0	0	0	0	0	0	0	0	0	0
Akr1c13	106	53	52	96	125	95	168	177	142	176	147
Akr1c19	0	0	0	0	0	0	0	0	0	0	0
Marcksl1-ps4	0	0	0	0	0	0	0	0	0	0	0
Akr1c12	1	0	0	1	2	9	0	0	0	9	4
RP24-449F13.5	0	0	0	0	1	0	0	0	0	0	0
RP23-263E3.2	0	0	5	0	0	0	0	0	0	0	0
Akr1c6	0	0	0	0	0	0	0	0	0	0	0
RP23-462A15.3	0	0	0	0	0	0	0	0	0	0	0
Akr1c20	0	0	0	0	0	0	0	0	0	0	0
Akr1c21	0	0	0	0	0	0	0	0	0	0	0
Akr1e1	25	10	4	58	39	70	16	19	30	49	16
RP23-324B8.3	0	0	0	0	0	0	1	0	0	18	1
RP24-165P9.1	0	0	0	1	0	0	0	0	0	0	0
RP23-283G18.1	0	0	0	0	0	0	0	0	0	0	0
RP23-283G18.2	0	0	0	0	0	0	0	0	0	0	1
Gm24790	0	0	0	0	0	0	0	0	0	0	0
RP23-263E3.3	0	0	0	0	0	0	0	0	0	0	0
RP24-330K6.2	0	0	0	0	0	0	0	0	0	0	0
RP24-330K6.1	0	0	0	3	4	7	1	0	1	0	0
Gm26043	0	0	0	0	0	0	0	0	0	0	0
RP23-28J6.1	0	0	0	1	0	0	0	0	0	0	0
Klf6	5662	3608	3391	10241	8297	10463	4313	3866	4672	5673	6988
RP23-28J6.5	0	0	0	0	1	1	2	0	1	1	0
RP24-534N1.1	0	0	0	0	0	0	0	0	0	0	0
Gm26259	0	0	0	0	0	0	0	0	0	0	0
RP24-534N1.2	0	0	0	0	0	0	0	0	0	0	0
RP24-534N1.3	0	0	0	0	0	0	0	0	0	0	0
RP23-207N7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-207N7.2	0	0	0	0	0	0	0	0	0	0	0
RP23-131H5.1	0	0	0	0	0	0	0	0	0	0	0
RP24-338I14.3	0	0	0	0	0	0	0	0	0	0	0
Pitrm1	9504	7398	4404	2899	3273	3002	7675	6020	7133	4754	4768
Pfkp	11226	9551	5935	13795	14941	15594	11170	11107	10136	15296	11692
RP24-338I14.4	1	1	0	0	1	3	2	0	3	1	3
RP24-316K19.1	0	0	0	0	0	0	0	0	0	0	0
RP24-316K19.2	0	0	0	0	0	0	0	0	0	0	0
RP24-316K19.3	0	0	0	0	0	0	0	0	0	0	0
Gm22689	0	0	0	0	0	0	0	0	0	0	0
RP23-273I1.1	0	0	0	0	0	1	0	0	0	0	0
RP23-273I1.2	0	0	0	0	0	0	0	0	0	0	0
RP24-329L16.1	0	0	0	0	0	0	0	0	0	0	0
RP24-135I21.1	0	0	0	0	0	0	0	0	0	0	0
RP24-493K8.2	0	0	0	0	0	0	0	0	0	0	0
RP24-493K8.1	0	0	0	0	0	0	0	0	0	0	0
RP23-147I5.1	0	0	0	0	0	0	0	0	0	0	1
RP24-64M1.1	3	1	2	3	2	0	0	3	1	2	3
RP23-197F6.1	0	0	0	0	0	0	0	0	0	0	0
Adarb2	0	0	0	0	0	0	0	1	0	0	0
RP24-491A6.2	0	0	0	0	0	0	0	0	0	0	0
RP24-491A6.3	0	0	0	0	0	0	0	0	0	0	0
RP24-491A6.1	0	0	0	0	0	0	0	0	0	0	0
RP24-350L19.1	0	0	0	0	0	0	0	0	0	0	0
RP24-373D10.1	0	0	0	0	0	0	0	0	0	0	0
RP23-214L14.3	0	0	0	0	0	0	0	0	0	1	0
Wdr37	859	675	438	1259	1177	1125	909	779	745	1090	1064
RP23-300J20.6	23	20	10	44	39	38	31	48	26	22	28
RP23-300J20.5	2	5	2	25	5	8	15	8	7	12	6
RP23-300J20.7	0	0	1	1	2	0	0	0	0	0	1
Idi1	413	254	158	699	516	805	421	360	323	542	544
Gm22750	0	0	0	0	0	0	0	0	0	0	0
RP23-300J20.3	40	27	22	139	119	202	49	29	24	107	131
RP23-300J20.2	15	14	6	57	51	79	22	7	10	31	29
Gm25274	0	0	0	0	0	0	0	0	0	0	0
Gm22115	0	0	0	0	0	0	0	0	0	0	0
Idi2	36	38	38	287	183	200	56	29	32	135	156
Gm23923	0	0	0	0	0	0	0	0	0	0	0
Gtpbp4	11696	8759	6158	10294	9461	10971	9552	9316	8852	9643	9087
RP23-300J20.8	0	0	0	0	0	0	0	0	0	0	0
RP23-127L14.6	1	5	0	0	2	0	2	2	2	0	0
RP23-127L14.7	2	0	0	0	1	3	0	0	0	0	0
Larp4b	4213	3387	2404	6045	5331	5031	3867	3292	3458	4576	4042
Gm23553	0	0	0	3	0	0	6	3	0	2	6
RP23-127L14.1	0	7	2	2	1	0	3	5	2	2	4
RP23-68K21.2	0	2	3	2	1	2	2	0	2	4	0
RP23-68K21.4	0	0	0	0	4	0	0	0	2	0	0
RP23-68K21.3	0	0	0	0	0	0	0	0	0	0	0
Dip2c	195	131	73	15	6	4	26	47	43	19	13
RP23-68K21.6	0	4	0	0	0	0	0	0	1	0	0
RP23-68K21.7	0	1	0	0	0	0	0	0	0	0	0
RP23-68K21.8	0	4	0	8	0	0	2	0	0	0	0
RP23-68K21.9	0	0	0	0	0	0	0	0	0	0	0
Gm26601	0	11	3	0	0	1	0	0	0	10	0
RP24-201I19.2	0	1	7	0	0	0	0	0	7	0	1
RP23-86P2.1	0	0	0	0	0	0	0	0	0	0	0
RP24-361B1.2	0	4	0	0	0	0	0	0	2	0	0
Gm23496	0	0	0	0	0	0	0	0	0	0	0
RP24-361B1.4	0	2	1	0	0	0	0	0	0	0	3
RP23-220J15.5	7	7	3	2	4	3	3	9	5	20	1
Zmynd11	1233	1275	743	1410	1199	1367	1442	979	1275	1632	1330
RP23-220J15.4	0	0	0	1	0	0	2	3	0	1	0
RP23-220J15.3	3	5	13	0	3	25	24	24	4	10	24
RP24-175L7.3	0	0	0	0	0	0	0	0	0	0	0
Gm24187	6	4	5	5	6	6	12	16	15	12	11
Chrm3	9	1	0	0	5	1	0	0	6	5	10
RP24-270C24.1	0	0	0	0	0	0	0	0	0	0	0
RP24-180C10.1	0	0	0	0	0	0	0	0	0	0	0
RP24-180C10.2	0	0	0	0	0	0	0	0	0	0	0
RP24-362N19.3	0	0	0	0	0	0	0	0	0	0	0
RP24-362N19.1	0	0	0	0	0	0	0	0	0	0	0
RP23-258N11.1	0	0	0	1	0	0	0	0	0	0	0
RP23-206D5.1	0	0	0	0	0	0	0	0	0	0	0
RP23-206D5.2	0	0	0	0	0	0	0	0	0	0	0
Gm23415	0	0	0	0	0	0	0	0	0	0	0
RP24-270C24.2	0	0	0	0	0	0	0	0	0	0	0
RP24-362N19.2	0	1	0	0	0	0	0	0	0	0	0
Gm25496	0	0	0	0	0	0	0	0	0	0	0
Zp4-ps	0	0	0	0	0	0	0	0	0	0	0
RP23-152K15.3	0	0	0	0	0	0	0	0	0	0	0
Ryr2	0	0	1	0	1	2	0	2	0	1	0
RP23-474B11.1	0	0	0	0	0	0	0	0	0	0	0
RP23-23I2.1	0	0	0	1	0	1	1	1	2	2	1
RP23-23I2.5	0	0	0	0	0	0	0	0	0	0	0
RP23-23I2.3	0	0	0	0	0	0	0	0	0	0	0
RP23-23I2.4	0	0	0	2	1	0	0	0	0	0	0
RP23-78M22.3	2	8	2	0	1	5	1	12	5	1	8
Mtr	1219	980	531	974	877	783	1050	829	765	1058	903
RP23-78M22.2	2	2	2	6	8	9	0	3	1	6	6
Actn2	66	36	23	9	22	8	102	56	52	47	37
RP24-373L7.2	33	28	12	18	14	21	36	33	23	24	25
Heatr1	16112	13191	7613	12404	11674	10387	12248	11497	10983	11529	10241
RP24-373L7.4	4	3	1	2	4	5	5	5	4	5	0
Lgals8	299	380	165	683	889	884	235	436	397	665	537
Edaradd	8	6	10	58	54	91	50	5	14	14	33
RP23-320I11.1	0	0	0	0	0	0	0	2	3	0	0
Ero1lb	229	182	143	380	365	415	254	282	397	337	321
Gm25483	0	0	0	0	0	0	0	0	0	0	0
Gpr137b-ps	15	25	21	74	35	36	41	60	39	56	46
Gm24065	0	0	0	0	0	0	0	0	0	0	0
RP23-320I11.4	0	0	0	0	0	0	0	5	0	0	0
RP23-320I11.5	0	0	0	0	0	0	0	0	0	0	0
RP23-320I11.6	0	0	0	0	0	0	0	0	0	0	0
RP23-320I11.7	0	0	0	0	0	0	0	0	0	0	0
RP23-320I11.8	7	1	0	2	1	3	1	3	0	3	0
RP23-320I11.10	0	0	0	0	0	0	0	0	0	0	0
RP23-320I11.11	0	2	1	0	0	0	0	0	1	0	0
Prl2c3	0	0	0	0	0	0	0	0	0	0	0
RP24-184J17.1	0	0	0	0	0	0	0	0	0	0	0
RP24-184J17.2	0	0	0	0	0	0	0	0	0	0	0
RP24-574N19.1	0	0	0	0	0	0	0	0	0	0	0
RP24-574N19.2	0	0	0	0	0	0	0	0	0	0	0
Prl2c2	0	0	0	0	0	0	0	0	0	0	0
RP24-574N19.4	0	0	0	1	0	0	0	0	0	0	0
RP23-38L5.3	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.5	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.4	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.6	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.7	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.8	0	0	0	0	0	0	0	0	0	0	0
Prl2c5	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.9	0	0	0	0	0	0	0	0	0	0	0
RP23-38L5.10	0	0	0	0	0	0	0	0	0	0	0
RP23-9C19.2	0	0	0	0	0	0	0	0	0	0	0
RP23-9C19.3	16	6	6	3	8	9	15	8	6	7	10
RP23-9C19.4	2	4	3	1	5	3	0	1	2	2	2
RP23-9C19.5	0	0	0	0	0	0	0	0	0	0	0
Gm26133	0	0	0	0	0	0	0	0	0	0	0
RP23-9C19.6	0	0	0	0	0	0	0	0	0	0	0
RP23-9C19.1	0	0	0	0	1	0	0	0	0	0	0
Gm25804	0	0	0	0	0	0	0	0	0	0	0
Gpr137b	56	5	19	34	22	61	34	18	25	20	25
Gm23081	0	0	0	0	0	0	0	0	0	0	0
RP24-304I22.1	0	0	0	0	0	0	0	0	0	0	0
RP24-304I22.2	0	0	0	0	0	0	0	0	0	0	0
RP24-304I22.3	0	0	0	0	0	0	0	0	0	0	0
Nid1	38	0	31	30	35	29	16	0	23	25	20
RP24-304I22.4	0	0	0	0	0	0	0	0	0	0	0
RP23-453M21.2	0	0	0	0	0	0	0	0	0	0	0
Lyst	308	387	132	329	386	316	1106	1240	700	1155	656
Gng4	58	52	40	186	175	220	141	260	90	142	143
Gm25271	0	0	0	1	3	1	0	1	1	1	1
RP24-423F5.3	0	0	0	0	0	2	0	0	0	0	0
RP24-423F5.4	0	0	0	0	0	0	2	1	1	0	0
RP23-111H19.2	0	0	1	0	0	0	0	0	0	0	0
RP23-111H19.3	0	0	0	0	0	0	0	0	0	0	0
RP23-111H19.6	0	3	0	0	0	4	3	5	0	1	2
B3galnt2	1910	1235	803	1086	826	902	2204	1564	1505	1289	1041
RP23-111H19.4	17	7	8	11	0	15	27	10	16	21	10
Tbce	947	1035	541	971	1143	1219	1156	1178	970	1231	964
RP23-111H19.8	0	0	0	0	2	0	0	1	4	1	2
Ggps1	1408	1000	646	1238	1280	1163	1280	1142	1001	1181	1123
Arid4b	1174	1188	669	2145	1972	2236	1236	1417	1278	1865	1472
Gm26129	0	0	3	0	0	3	0	0	0	1	0
n-R5s52	0	0	0	0	2	2	0	1	0	0	0
RP23-332P8.5	5	5	5	20	13	5	3	4	7	13	17
RP23-332P8.3	0	0	0	0	0	1	0	0	0	0	0
Hecw1	0	0	0	0	0	1	0	0	0	0	0
RP24-69N19.1	0	0	0	0	0	0	0	0	0	0	0
RP23-5A19.1	0	0	0	0	0	0	0	0	0	0	0
RP23-5A19.3	0	0	0	0	0	0	0	0	0	0	0
RP23-5A19.4	0	0	0	4	0	0	0	0	0	0	0
Mrpl32	2931	1919	1436	2146	1583	2349	3359	2536	2396	2544	2206
Psma2	11877	8054	6071	8544	7184	9598	11148	10942	8893	10290	8761
Gm25444	0	0	0	0	0	0	0	0	0	0	0
RP23-5A19.7	989	733	481	603	433	592	1157	868	742	760	770
RP24-213L3.1	0	0	0	0	0	0	0	0	0	0	0
RP24-213L3.2	0	0	0	0	0	0	0	0	0	0	0
RP24-388B22.3	0	1	0	3	2	1	1	3	0	2	0
RP24-388B22.2	20	5	4	1	13	20	19	25	21	1	20
RP23-59P17.3	0	0	0	0	0	0	0	0	0	0	0
RP23-59P17.2	0	0	0	0	0	0	0	0	0	0	0
RP23-59P17.1	0	0	0	0	0	0	0	0	0	0	0
Gli3	0	0	0	7	0	0	0	0	0	0	0
RP23-26D2.3	0	0	0	0	0	0	0	0	0	0	0
RP23-29I5.8	0	0	0	0	0	0	0	0	2	0	0
RP23-29I5.5	0	0	0	0	0	0	0	0	0	1	0
RP23-29I5.4	1	0	0	0	0	0	0	0	0	0	5
RP23-29I5.2	3	0	3	0	0	5	0	0	0	10	1
RP23-29I5.6	0	0	0	0	0	0	0	0	0	0	0
RP23-259K16.2	0	0	0	0	0	0	0	0	0	0	0
RP24-457J18.2	0	0	0	0	0	0	0	0	0	0	0
Inhba	204	43	88	235	67	122	66	2	135	296	367
RP24-392F16.2	1	0	0	6	0	0	0	0	5	3	4
